SITE_ID,BASIN,PLOT,TAG,SPP,AZ,SDIST,HDST,DBH (CM),DBH (INCHES),HT,LCH,LIVING OR DC,HEALTH,CROWN,DAM1,DAM2,DAM3,COND,COND2,LE_ANG,WILDLIFE USE,REMARKS,,,,,
C1-25VB,C1,25,533,PSME,118,15.4,15.4,40.9,16.1,,,L,Y,2,None,,,FK2,,,,,,,,,
C1-25VB,C1,25,535,PSME,120,13.0,13.0,26.9,10.6,,,L,Y,3,None,,,None,,,,,,,,,
C1-25VB,C1,25,538,PSME,141,9.4,8.9,20.3,8.0,,,L,Y,4,960,,,None,,,,,,,,,
C1-25VB,C1,25,540,PSME,145,15.2,14.4,30.0,11.8,,,L,Y,3,None,,,None,,,,,,,,,
C1-25VB,C1,25,541,PSME,159,17.6,15.8,25.9,10.2,,,L,Y,3,None,,,FK2,LE,5,,,,,,,
C1-25VB,C1,25,542,PSME,165,12.9,11.4,15.7,6.2,16.2,12.6,L,N,3,None,,,FK1,,,,,,,,,
C1-25VB,C1,25,543,PSME,166,10.3,8.7,30.5,12.0,,,L,Y,3,None,,,None,,,,,,,,,
C1-25VB,C1,25,544,PSME,168,19.7,17.3,N/A,N/A,N/A,N/A,D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CWD,,,,,
C1-25VB,C1,25,545,PSME,171,15.8,13.5,22.6,8.9,,,L,Y,3,None,,,None,,,,,,,,,
C1-25VB,C1,25,547,PSME,172,8.3,6.6,25.4,10.0,,,L,Y,3,None,,,None,,,,,,,,,
C1-25VB,C1,25,549,PSME,181,17.3,14.6,19.8,7.8,,,L,Y,4,None,,,None,,,,,,,,,
C1-25VB,C1,25,550,ALRU2,182,13.4,11.0,25.4,10.0,14.7,14.5,L,Y,3,None,,,LE,,5,,,,,,,
C1-25VB,C1,25,552,PSME,191,16.5,13.1,26.2,10.3,,,L,Y,3,None,,,None,,,,,,,,,
C1-25VB,C1,25,553,PSME,192,6.7,5.2,24.4,9.6,,,L,Y,3,None,,,None,,,,,,,,,
C1-25VB,C1,25,554,PSME,197,20.4,16.3,21.1,8.3,,,L,Y,3,None,,,None,,,,,,,,,
C1-25VB,C1,25,555,PSME,199,13.0,10.2,22.4,8.8,,,L,Y,4,None,,,None,,,,,,,,,
C1-25VB,C1,25,556,PSME,202,14.9,11.9,17.8,7.0,,,L,Y,3,None,,,None,,,,,,,,,
C1-25VB,C1,25,557,PSME,202,3.0,2.7,34.0,13.4,,,L,Y,4,960,,,None,,,,,,,,,
C1-25VB,C1,25,559,PSME,206,5.6,4.3,33.0,13.0,18.7,16.6,L,Y,3,None,,,None,,,,VERY SAPPY,,,,,
C1-25VB,C1,25,562,PSME,219,15.0,12.2,22.6,8.9,,,L,Y,4,None,,,None,,,,,,,,,
C1-25VB,C1,25,564,TSHE,222,21.4,17.6,24.4,9.6,,,L,Y,3,None,,,None,,,,,,,,,
C1-25VB,C1,25,565,TSHE,223,19.9,16.3,25.7,10.1,,,L,Y,3,None,,,None,,,,,,,,,
C1-25VB,C1,25,566,PSME,237,10.5,8.8,37.6,14.8,,,L,Y,2,None,,,None,,,,,,,,,
C1-25VB,C1,25,567,TSHE,238,8.5,6.9,26.4,10.4,15.7,10.6,L,Y,4,None,,,None,,,,,,,,,
C1-25VB,C1,25,568,PSME,252,3.5,3.1,25.1,9.9,,,L,Y,3,None,,,FK2,,,,,,,,,
C1-25VB,C1,25,570,TSHE,269,16.9,16.6,33.0,13.0,,,L,Y,3,None,,,None,,,,W/ SAPLING,,,,,
C1-25VB,C1,25,571,TSHE,273,15.4,15.2,N/A,N/A,N/A,N/A,D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CWD,,,,,
C1-25VB,C1,25,573,TSHE,275,6.1,6.1,24.9,9.8,,,L,Y,3,460,,,None,,,,,,,,,
C1-25VB,C1,25,574,PSME,284,16.9,16.9,18.8,7.4,,,L,Y,4,None,,,None,,,,,,,,,
C1-25VB,C1,25,575,PSME,290,16.2,16.0,30.0,11.8,,,L,Y,3,None,,,None,,,,,,,,,
C1-25VB,C1,25,576,TSHE,300,9.3,8.8,26.7,10.5,19.2,15.3,L,Y,3,460,,,None,,,,,,,,,
C1-25VB,C1,25,577,PSME,301,13.0,12.3,39.9,15.7,,,L,Y,3,None,,,None,,,,,,,,,
C1-25VB,C1,25,578,TSHE,310,7.1,6.3,28.4,11.2,,,L,Y,3,460,,,None,,,,,,,,,
C1-25VB,C1,25,579,TSHE,326,14.9,12.5,N/A,N/A,N/A,N/A,D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CWD,,,,,
C1-25VB,C1,25,580,TSHE,333,7.6,6.3,19.8,7.8,,,L,Y,3,None,,,None,,,,,,,,,
C1-25VB,C1,25,581,TSHE,334,2.5,2.1,N/A,N/A,N/A,N/A,D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CWD WINDBLOWN,,,,,
C1-25VB,C1,25,582,TSHE,335,12.9,10.5,N/A,N/A,N/A,N/A,D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CWD,,,,,
C1-25VB,C1,25,583,TSHE,336,10.4,8.4,27.4,10.8,,,L,Y,3,None,,,None,,,,,,,,,
C1-25VB,C1,25,584,THPL,338,17.7,14.3,16.5,6.5,,,L,Y,4,None,,,None,,,,PARTIALLY WINDLBLOWN BUT STILL ALIVE,,,,,
C1-25VB,C1,25,585,TSHE,356,14.5,11.0,22.1,8.7,,,L,Y,4,460,,,None,,,,,,,,,
C1-25VB,C1,25,586,TSHE,356,11.9,8.6,20.3,8.0,,,L,Y,4,None,,,None,,,,,,,,,
C1-25VB,C1,25,587,TSHE,358,9.5,7.2,17.8,7.0,,,L,Y,4,960,,,FK2,,,,,,,,,
C1-25VB,C1,25,2575,TSHE,74,4.0,3.9,24.9,9.8,18.6,13.4,L,Y,3,460,,,None,,,,,,,,,
C1-25VB,C1,25,2774,TSHE,256,7.9,7.1,16.8,6.6,,,L,Y,4,None,,,None,,,,KINK HALFWAY UP,,,,,
C1-25VB,C1,25,2778,TSHE,85,11.2,10.8,22.4,8.8,,,L,Y,3,None,,,None,,,,,,,,,
C1-25VB,C1,25,2779,PSME,165,12.9,11.4,15.7,6.2,,,L,N,3,1,,,FK1,,,,W/542,,,,,
C1-25VB,C1,25,2780,TSHE,230,0.7,0.6,18.0,7.1,,,L,Y,4,None,,,None,,,,,,,,,
C1-25VB,C1,25,2783,PSME,204,11.5,8.9,31.0,12.2,,,L,Y,3,None,,,None,,,,PREVIOUSLY 558,,,,,
C1-25VB,C1,25,2785,PSME,91,16.2,15.6,30.2,11.9,23.2,12.2,L,Y,2,None,,,None,,,,"PREVIOUSLY 526, BLACKENED PITCHY AREAS",,,,,
C1-25VB,C1,25,2787,TSHE,136,7.5,7.4,17.3,6.8,,,L,Y,4,None,,,None,,,,,,,,,
C1-25VB,C1,25,2927,TSHE,24,9.3,7.6,29.2,11.5,,,L,Y,3,None,,,None,,,,PREVIOUSLY 507,,,,,
C1-25VB,C1,25,2928,TSHE,27,15.7,12.6,26.7,10.5,19.7,17.1,L,Y,3,460,1,,None,,,,"PREVIOUSLY 509, VERY SAPPY, TRUNK TWISTS",,,,,
C1-25VB,C1,25,2929,TSHE,40,19.2,15.5,32.5,12.8,,,L,Y,3,460,,,None,,,,PREVIOUSLY 513,,,,,
C1-25VB,C1,25,2930,TSHE,68,18.0,15.0,21.8,8.6,,,L,Y,3,None,,,None,,,,EST. DISTANCE AND AZ ,,,,,
C1-25VB,C1,25,2932,TSHE,74,18.8,17.2,22.6,8.9,,,L,Y,3,None,,,FK2,,,,PREVIOUSLY 522,,,,,
C1-25VB,C1,25,2933,TSHE,58,17.8,14.8,17.8,7.0,,,L,Y,4,None,,,FK2,,,,EST. DISTANCE AND AZ ,,,,,
C1-25VB,C1,25,2935,TSHE,138,10.8,10.5,14.5,5.7,,,L,Y,4,None,,,None,,,,,,,,,
C1-25VB,C1,25,2943,TSHE,144,16.2,15.8,16.8,6.6,,,L,Y,4,None,,,LE,,15,,,,,,,
C1-25VB,C1,25,2945,TSHE,45,20.5,16.7,22.1,8.7,,,L,Y,4,None,,,None,,,,,,,,,
C1-25VB,C1,25,2948,TSHE,224,,15.5,20.1,7.9,,,L,Y,3,None,,,None,,,,,,,,,
C1-25VB,C1,25,2962,PSME,207,17.5,14.6,35.8,14.1,6.7,,L,Y,2,None,,,None,,,,"TGT W/2961 (SNAG). WAS TAG 560. IN OLD DATA SET, DATA FOR TREES 560 AND 561 WERE SWITCHED. ",,,,,
C1-26V,C1,26,918,TSHE,339,13.8,12.2,58.4,23.0,25.3,5.7,L,Y,6,300,400,,None,,,,,,,,,
C1-26V,C1,26,919,TSHE,350,15.9,14.3,82.8,32.6,25.6,11.6,L,Y,6,300,960,400,FK2,,,,,,,,,
C1-26V,C1,26,3601,TSHE,190,,16.5,24.1,9.5,,,L,Y,3,None,,,None,,,,AZIUMUTH AND DISTANCE ARE ESTIMATES DUE TO DIFFICULT VISIBILITY. ,,,,,
C1-26V,C1,26,3606,TSHE,186,,10.5,23.9,9.4,,,L,Y,3,None,,,None,,,,TGT W/ 3619. AZIUMUTH AND DISTANCE ARE ESTIMATES DUE TO DIFFICULT VISIBILITY. ,,,,,
C1-26V,C1,26,3617,TSHE,130,,9.0,18.8,7.4,,,L,Y,3,None,,,None,,,,AZIUMUTH AND DISTANCE ARE ESTIMATES DUE TO DIFFICULT VISIBILITY. ,,,,,
C1-26V,C1,26,3618,TSHE,158,,4.0,16.5,6.5,,,L,Y,3,None,,,None,,,,AZIUMUTH AND DISTANCE ARE ESTIMATES DUE TO DIFFICULT VISIBILITY. ,,,,,
C1-26V,C1,26,3619,TSHE,184,,10.5,14.5,5.7,,,L,Y,3,None,,,None,,,,TGT W/ 3606. AZIUMUTH AND DISTANCE ARE ESTIMATES DUE TO DIFFICULT VISIBILITY. ,,,,,
C1-26V,C1,26,3648,TSHE,10,,9.0,14.5,5.7,,,L,Y,3,None,,,None,,,,AZIUMUTH AND DISTANCE ARE ESTIMATES DUE TO DIFFICULT VISIBILITY. ,,,,,
C1-26V,C1,26,3649,TSHE,8,,5.0,21.1,8.3,,,L,Y,3,None,,,None,,,,AZIUMUTH AND DISTANCE ARE ESTIMATES DUE TO DIFFICULT VISIBILITY. ,,,,,
C1-26V,C1,26,3901,TSHE,270,,10.0,19.3,7.6,,,L,Y,3,None,,,None,,,,AZIUMUTH AND DISTANCE ARE ESTIMATES DUE TO DIFFICULT VISIBILITY. ,,,,,
C1-26V,C1,26,3902,TSHE,200,,17.5,24.6,9.7,,,L,Y,3,None,,,None,,,,AZIUMUTH AND DISTANCE ARE ESTIMATES DUE TO DIFFICULT VISIBILITY. ,,,,,
C1-26V,C1,26,3903,TSHE,224,,13.5,25.9,10.2,,,L,Y,3,None,,,None,,,,AZIUMUTH AND DISTANCE ARE ESTIMATES DUE TO DIFFICULT VISIBILITY. ,,,,,
C1-28VB,C1,28,101,TSHE,3,10.9,10.7,31.0,12.2,11.3,6.5,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,102,TSHE,4,13.3,13.1,23.6,9.3,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,103,TSHE,14,6.8,6.7,24.9,9.8,13.4,11.5,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,104,TSHE,16,15.4,15.4,26.9,10.6,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,106,TSHE,33,17.9,17.8,30.2,11.9,,,L,Y,3,460,,,None,,,,CREASES AND TWISTS IN TRUNK,,,,,
C1-28VB,C1,28,107,TSHE,38,11.9,11.8,24.6,9.7,14.1,8.5,L,Y,3,None,,,FK1,,,,W/SAPLING,,,,,
C1-28VB,C1,28,108,TSHE,43,8.9,8.8,26.4,10.4,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,109,TSHE,59,15.2,15.1,23.4,9.2,9.9,6.5,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,110,TSHE,68,9.8,9.8,15.7,6.2,,,L,Y,4,None,,,FK1,,,,W/111,,,,,
C1-28VB,C1,28,111,TSHE,69,9.8,9.8,24.9,9.8,,,L,Y,3,None,,,FK1,,,,W/110,,,,,
C1-28VB,C1,28,112,TSHE,74,5.9,5.9,18.0,7.1,,,L,Y,4,460,,,None,,,,,,,,,
C1-28VB,C1,28,113,TSHE,80,11.8,11.7,23.6,9.3,,,L,Y,3,None,,,None,,,,W/SAPLING,,,,,
C1-28VB,C1,28,114,TSHE,87,16.9,16.8,20.6,8.1,,,L,Y,3,None,,,FK1,,,,W/SAPLING & 2064,,,,,
C1-28VB,C1,28,115,TSHE,88,17.4,17.3,17.8,7.0,,,L,Y,4,None,,,None,,,,,,,,,
C1-28VB,C1,28,116,TSHE,90,12.3,12.2,24.1,9.5,,,L,Y,3,None,,,FK2,,,,,,,,,
C1-28VB,C1,28,117,TSHE,96,13.8,13.8,23.4,9.2,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,118,TSHE,98,14.4,14.4,23.1,9.1,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,119,TSHE,102,8.9,8.9,27.2,10.7,15.3,12.9,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,120,TSHE,103,6.2,6.2,N/A,N/A,N/A,N/A,D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT FOUND,,,,,
C1-28VB,C1,28,121,TSHE,108,17.3,17.2,28.7,11.3,,,L,Y,2,None,,,FK1,,,,W/SAPLING,,,,,
C1-28VB,C1,28,122,TSHE,110,14.3,14.2,23.9,9.4,,,L,Y,3,None,,,None,,,,W/2 SAPLINGS,,,,,
C1-28VB,C1,28,123,TSHE,115,9.2,9.1,18.0,7.1,7.4,6.9,L,Y,4,None,,,None,,,,SMALL CROWN,,,,,
C1-28VB,C1,28,124,TSHE,120,13.3,13.3,20.3,8.0,,,L,Y,4,None,,,None,,,,SAPPY :(,,,,,
C1-28VB,C1,28,125,TSHE,145,9.8,9.8,25.9,10.2,,,L,Y,3,None,,,FK2,,,,,,,,,
C1-28VB,C1,28,128,TSHE,217,6.5,6.5,36.1,14.2,21.0,8.2,L,Y,2,None,,,FK2,,,,MAGICAL TWISTY,,,,,
C1-28VB,C1,28,130,TSHE,242,10.8,10.8,34.0,13.4,,,L,Y,2,1,,,None,,,,UNKNOWN DAMAGE: ANIMAL DAMAGE OR STMEM CANKER (OLD),,,,,
C1-28VB,C1,28,131,TSHE,243,5.1,5.0,32.5,12.8,20.0,10.1,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,134,TSHE,288,14.9,14.8,27.9,11.0,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,136,TSHE,325,17.5,17.3,32.3,12.7,,,L,Y,2,None,,,None,,,,,,,,,
C1-28VB,C1,28,138,TSHE,335,5.1,5.1,27.7,10.9,17.0,13.3,L,Y,3,None,,,None,,,,W/SAPLING,,,,,
C1-28VB,C1,28,2001,TSHE,22,16.0,16.0,15.2,6.0,,,L,Y,4,None,,,None,,,,,,,,,
C1-28VB,C1,28,2002,TSHE,26,16.4,16.4,18.0,7.1,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2003,TSHE,1,17.2,17.2,15.2,6.0,,,L,Y,4,None,,,None,,,,,,,,,
C1-28VB,C1,28,2004,THPL,67,,15.1,14.5,5.7,,,L,Y,4,None,,,FK1,,,,W/3 SAPLINGS,,,,,
C1-28VB,C1,28,2005,TSHE,85,,6.8,18.3,7.2,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2006,TSHE,128,,6.2,16.5,6.5,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2007,TSHE,123,,5.8,17.8,7.0,,,L,Y,4,460,,,None,,,,,,,,,
C1-28VB,C1,28,2008,TSHE,109,,5.0,16.5,6.5,,,L,Y,4,None,,,None,,,,W/2034,,,,,
C1-28VB,C1,28,2009,TSHE,124,,17.7,23.9,9.4,,,L,Y,2,None,,,None,,,,,,,,,
C1-28VB,C1,28,2010,THPL,46,17.5,17.5,22.4,8.8,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2011,TSHE,66,,16.5,19.6,7.7,,,L,Y,3,None,,,None,,,,W/3 SAPLINGS,,,,,
C1-28VB,C1,28,2012,TSHE,206,,,15.2,6.0,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2013,TSHE,260,8.9,8.6,16.3,6.4,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2014,TSHE,106,,14.8,15.0,5.9,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2015,TSHE,132,13.5,13.4,18.0,7.1,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2015,TSHE,132,,,18.0,7.1,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2016,TSHE,76,,12.7,14.5,5.7,,,L,Y,4,None,,,None,,,,,,,,,
C1-28VB,C1,28,2017,TSHE,350,17.8,17.8,24.1,9.5,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2018,TSHE,72,,12.3,14.7,5.8,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2019,TSHE,312,,7.0,15.7,6.2,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2021,TSHE,180,12.2,12.0,25.9,10.2,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2022,TSHE,58,,10.4,22.1,8.7,,,L,Y,2,None,,,FK1,,,,W/SAPLING,,,,,
C1-28VB,C1,28,2023,TSHE,4,14.4,14.4,16.3,6.4,,,L,Y,4,None,,,None,,,,W/SAPLING,,,,,
C1-28VB,C1,28,2024,TSHE,78,,16.8,18.8,7.4,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2025,TSHE,28,11.4,11.1,19.6,7.7,,,L,Y,3,None,,,FK1,,,,W/SAPLING,,,,,
C1-28VB,C1,28,2026,THPL,73,,16.6,14.5,5.7,,,L,Y,4,None,,,None,,,,,,,,,
C1-28VB,C1,28,2027,TSHE,350,,17.4,16.8,6.6,,,L,Y,3,None,,,FK1,,,,W/2382,,,,,
C1-28VB,C1,28,2030,TSHE,124,13.5,12.8,15.5,6.1,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2031,THPL,162,13.4,13.2,17.5,6.9,,,L,Y,3,None,,,FK1,,,,W/2051,,,,,
C1-28VB,C1,28,2032,TSHE,179,8.1,8.1,16.5,6.5,,,L,Y,3,None,,,None,,,,SCAR AT DBH ABOUT 15 CM IN LENGTH,,,,,
C1-28VB,C1,28,2034,TSHE,106,,5.0,24.1,9.5,,,L,Y,3,None,,,None,,,,W/2008,,,,,
C1-28VB,C1,28,2035,TSHE,186,9.1,9.0,20.8,8.2,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2036,TSHE,49,,10.0,16.0,6.3,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2037,TSHE,134,8.2,8.2,15.7,6.2,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2038,TSHE,116,,17.4,15.5,6.1,,,L,Y,3,None,,,FK1,,,,W/SAPLING,,,,,
C1-28VB,C1,28,2039,TSHE,28,,6.5,16.3,6.4,,,L,Y,3,1,,,None,,,,BROWN NEEDLES,,,,,
C1-28VB,C1,28,2040,TSHE,203,,10.5,19.6,7.7,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2041,TSHE,48,17.5,17.0,17.3,6.8,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2042,TSHE,42,,5.7,17.5,6.9,,,L,Y,3,None,,,FK1,,,,W/2043,,,,,
C1-28VB,C1,28,2043,TSHE,43,,5.7,22.9,9.0,,,L,Y,3,None,,,FK1,,,,W/2042,,,,,
C1-28VB,C1,28,2044,TSHE,306,,8.2,22.4,8.8,,,L,Y,2,None,,,None,,,,,,,,,
C1-28VB,C1,28,2045,TSHE,309,,4.4,15.2,6.0,,,L,Y,3,None,,,FK1,,,,W/SAPLING,,,,,
C1-28VB,C1,28,2047,TSHE,200,8.0,8.4,24.1,9.5,,,L,Y,2,None,,,None,,,,,,,,,
C1-28VB,C1,28,2048,TSHE,347,,13.0,33.3,13.1,,,L,Y,3,None,,,FK2,,,,,,,,,
C1-28VB,C1,28,2049,TSHE,105,,7.4,16.5,6.5,,,L,Y,4,None,,,None,,,,,,,,,
C1-28VB,C1,28,2051,THPL,163,13.4,13.2,19.6,7.7,,,L,Y,3,None,,,None,FK1,,,"TGT W/ SAPLING, FK1 W/ 2031",,,,,
C1-28VB,C1,28,2053,TSHE,153,,17.4,18.5,7.3,,,L,Y,2,None,,,None,,,,,,,,,
C1-28VB,C1,28,2056,TSHE,156,8.4,8.3,23.1,9.1,,,L,Y,2,None,,,None,,,,,,,,,
C1-28VB,C1,28,2058,TSHE,91,,17.6,22.1,8.7,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2064,TSHE,89,,16.8,16.5,6.5,,,L,Y,4,None,,,FK1,,,,W/114 & SAPLING,,,,,
C1-28VB,C1,28,2065,TSHE,149,7.3,7.3,36.3,14.3,,,L,Y,2,None,,,None,,,,"FORMERLY TAG # 126, GROWING OUT OF OLD STUMP",,,,,
C1-28VB,C1,28,2066,ALRU2,204,,,16.0,6.3,,,L,Y,4,None,,,FK1,,,,CLUSTER W/ 5 SAPLINGS,,,,,
C1-28VB,C1,28,2068,TSHE,219,9.7,9.7,31.2,12.3,,,L,Y,3,None,,,None,,,,FORMERLY TAG # 129,,,,,
C1-28VB,C1,28,2069,TSHE,273,4.1,4.1,28.2,11.1,,,L,Y,3,None,,,None,,,,FORMERLY TAG # 132,,,,,
C1-28VB,C1,28,2071,TSHE,281,12.7,12.7,33.8,13.3,,,L,Y,3,None,,,None,,,,FORMERLY TAG # 133,,,,,
C1-28VB,C1,28,2075,TSHE,294,16.5,16.4,28.2,11.1,,,L,Y,3,None,,,None,,,,FORMERLY TAG # 135,,,,,
C1-28VB,C1,28,2080,TSHE,23,15.3,15.0,31.8,12.5,,,L,Y,3,None,,,None,,,,FORMERLY TAG # 105,,,,,
C1-28VB,C1,28,2081,THPL,172,17.8,17.4,27.4,10.8,,,L,N,3,1,,,FK1,,,,"FORMERLY TAG # 127, FK1 W/ 2082, MISSING BARK",,,,,
C1-28VB,C1,28,2082,THPL,170,17.8,17.4,20.8,8.2,,,L,Y,3,None,,,FK1,,,,W/2081,,,,,
C1-28VB,C1,28,2083,THPL,326,10.4,10.4,42.7,16.8,,,L,Y,2,1,,,None,,,,"FORMERLY TAG # 137, PEELED BARK AT BASE",,,,,
C1-28VB,C1,28,2084,TSHE,103,,5.5,22.1,8.7,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2306,TSHE,232,,,17.5,6.9,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2309,TSHE,239,6.3,6.2,19.1,7.5,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2310,TSHE,345,,12.0,25.4,10.0,,,L,Y,3,460,,,None,,,,,,,,,
C1-28VB,C1,28,2337,TSHE,315,,16.5,31.8,12.5,,,L,Y,2,None,,,None,,,,,,,,,
C1-28VB,C1,28,2338,TSHE,224,,17.0,17.5,6.9,,,L,Y,4,None,,,None,,,,W/2344,,,,,
C1-28VB,C1,28,2344,TSHE,223,,17.0,21.3,8.4,,,L,Y,4,None,,,None,,,,W/2388,,,,,
C1-28VB,C1,28,2378,PISI,272,,,14.5,5.7,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2379,TSHE,312,,2.4,24.6,9.7,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2380,TSHE,350,,17.4,24.9,9.8,,,L,Y,3,None,,,None,,,,W/ 2382 & 2027,,,,,
C1-28VB,C1,28,2382,TSHE,350,,17.4,17.3,6.8,,,L,Y,3,None,,,FK1,,,,W/2027,,,,,
C1-28VB,C1,28,2385,TSHE,323,,17.3,19.6,7.7,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2387,TSHE,276,,17.7,22.1,8.7,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2389,TSHE,222,,15.0,14.7,5.8,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2391,TSHE,282,,12.7,19.6,7.7,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2397,TSHE,268,,14.5,16.5,6.5,,,L,Y,3,None,,,None,,,,,,,,,
C1-28VB,C1,28,2399,TSHE,322,,13.0,18.5,7.3,,,L,Y,3,None,,,None,,,,,,,,,
C2-4V,C2,4,330,TSHE,44,15.3,14.2,28.7,11.3,17.5,12.1,L,N,3,700,,,None,,,,,,,,,
C2-4V,C2,4,333,ALRU2,130,12.2,11.6,30.0,11.8,12.3,8.3,L,Y,3,None,,,None,,,,,,,,,
C2-4V,C2,4,334,ALRU2,158,10.1,9.0,18.3,7.2,11.1,8.5,L,Y,3,None,,,CL,FK1,,,,,,,,
C2-4V,C2,4,337,TSHE,338,2.9,2.7,22.4,8.8,12.9,12.2,L,N,3,700,,,None,,,,,,,,,
C2-4V,C2,4,2070,TSHE,14,,16.0,15.7,6.2,,,L,Y,3,460,,,FK2,,,,ESTIMATED AZ AND DIST. ,,,,,
C2-4V,C2,4,2446,ALRU2,158,10.1,9.0,16.8,6.6,,,L,Y,4,None,,,CL,,,,"W/334, ESTIMATED AZ AND DIST.",,,,,
C2-4V,C2,4,2447,ALRU2,158,10.1,9.0,16.3,6.4,,,L,Y,3,None,,,CL,,,,"W/334, ESTIMATED AZ AND DIST.",,,,,
C2-4V,C2,4,2448,TSHE,170,,10.5,14.5,5.7,,,L,Y,4,460,,,None,,,,ESTIMATED AZ AND DIST. ,,,,,
C2-4V,C2,4,2449,TSHE,172,,15.5,22.1,8.7,,,L,Y,3,700,,,None,,,,ESTIMATED AZ AND DIST. ,,,,,
C2-4V,C2,4,2450,TSHE,164,,16.0,23.4,9.2,,,L,Y,3,700,,,None,,,,ESTIMATED AZ AND DIST. ,,,,,
C2-4V,C2,4,2451,TSHE,178,,12.5,16.5,6.5,,,L,Y,3,700,,,None,,,,ESTIMATED AZ AND DIST. ,,,,,
C2-4V,C2,4,2452,TSHE,206,,14.0,23.1,9.1,,,L,Y,2,460,,,None,,,,ESTIMATED AZ AND DIST. ,,,,,
C2-4V,C2,4,2453,TSHE,222,,15.0,25.1,9.9,,,L,Y,3,460,,,None,,,,ESTIMATED AZ AND DIST. ,,,,,
C2-4V,C2,4,2454,ALRU2,233,,15.0,25.4,10.0,,,L,Y,3,None,,,None,,,,ESTIMATED AZ AND DIST. ,,,,,
C2-4V,C2,4,2455,TSHE,230,,13.5,30.2,11.9,,,L,Y,2,None,,,None,,,,ESTIMATED AZ AND DIST. ,,,,,
C2-4V,C2,4,2456,TSHE,270,,13.0,22.9,9.0,,,L,Y,3,460,,,None,,,,ESTIMATED AZ AND DIST. ,,,,,
C2-4V,C2,4,2457,TSHE,274,,10.0,22.6,8.9,,,L,Y,3,None,,,None,,,,ESTIMATED AZ AND DIST. ,,,,,
C2-4V,C2,4,2458,TSHE,292,,12.0,32.0,12.6,,,L,Y,2,460,700,,None,,,,ESTIMATED AZ AND DIST. ,,,,,
