SITE_ID,BASIN,PLOT,TAG,SPP,AZ,SDIST,HDST,DBH (CM),DBH (INCHES),HT,LCH,LIVING OR DC,HEALTH,CROWN,DAM1,DAM2,DAM3,COND,COND2,LE_ANG,WILDLIFE USE,REMARKS,,,,,
N1-8VB,N1,8,416,TSHE,88,16.6,12.6,36.1,14.2,,,L,Y,3,None,,,None,,,,,,,,,
N1-8VB,N1,8,417,TSHE,91,20.7,15.4,30.7,12.1,30.5,16.2,L,Y,3,None,,,None,,,,,,,,,
N1-8VB,N1,8,418,TSHE,93,13.3,9.2,42.2,16.6,,,L,Y,3,None,,,None,,,,TGT W/420,,,,,
N1-8VB,N1,8,419,THPL,95,23.7,17.5,19.1,7.5,,,L,Y,4,None,,,None,,,,DBH CHECKED AND CONFIRMED 8/4,,,,,
N1-8VB,N1,8,420,THPL,105,13.4,9.4,45.0,17.7,,,L,Y,3,None,,,None,,,,TGT W/418,,,,,
N1-8VB,N1,8,421,TSHE,106,20.8,15.7,42.9,16.9,,,L,Y,2,None,,,None,,,,,,,,,
N1-8VB,N1,8,422,TSHE,112,17.7,13.3,47.0,18.5,,,L,Y,2,None,,,None,,,,,,,,,
N1-8VB,N1,8,423,TSHE,112,8.9,6.1,44.5,17.5,,,L,Y,3,None,,,None,,,,DBH CHECKED AND UPDATED 8/4,,,,,
N1-8VB,N1,8,424,THPL,115,18.6,14.7,29.0,11.4,,,L,N,5,960,,,None,,,,MISSING TOP,,,,,
N1-8VB,N1,8,425,THPL,120,14.0,10.7,32.5,12.8,13.4,10.1,L,N,4,960,,,None,,,,MISSING TOP,,,,,
N1-8VB,N1,8,426,THPL,122,7.0,5.3,21.6,8.5,,,L,N,4,960,,,None,,,,"TGT W/427, FELT HOLLOW",,,,,
N1-8VB,N1,8,427,THPL,129,7.0,5.3,31.0,12.2,,,L,N,4,960,,,None,,,,TGT W/426,,,,,
N1-8VB,N1,8,428,THPL,129,9.1,6.9,25.7,10.1,,,L,Y,4,800,,,None,,,,,,,,,
N1-8VB,N1,8,429,THPL,137,11.3,9.3,25.9,10.2,,,L,Y,4,None,,,None,,,,,,,,,
N1-8VB,N1,8,430,THPL,142,17.3,15.6,33.3,13.1,,,L,Y,4,800,,,None,,,,"SOME TOP BREAKAGE, BUT NO TOP MISSING",,,,,
N1-8VB,N1,8,431,THPL,147,12.8,11.6,30.7,12.1,,,L,Y,3,None,,,None,,,,,,,,,
N1-8VB,N1,8,432,THPL,157,3.5,3.0,17.8,7.0,,,L,Y,4,None,,,None,,,,,,,,,
N1-8VB,N1,8,433,THPL,162,13.0,12.4,26.9,10.6,18.2,13.4,L,Y,3,None,,,None,,,,,,,,,
N1-8VB,N1,8,434,THPL,164,10.0,9.5,N/A,N/A,N/A,N/A,D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOW CWD,,,,,
N1-8VB,N1,8,435,TSHE,167,16.0,15.7,28.4,11.2,,,L,Y,3,None,,,None,,,,,,,,,
N1-8VB,N1,8,436,THPL,180,3.8,3.7,18.5,7.3,,,L,Y,4,None,,,None,,,,,,,,,
N1-8VB,N1,8,437,TSHE,181,13.3,13.1,38.9,15.3,,,L,Y,3,460,,,FK2,,,,"FK2 W/ BROKEN SNAG 4.7 DBH, STEM DECAY FROM OLD SNAG",,,,,
N1-8VB,N1,8,438,TSHE,184,10.5,10.4,N/A,N/A,N/A,N/A,D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOW CWD,,,,,
N1-8VB,N1,8,439,TSHE,189,14.1,14.1,31.8,12.5,,,L,Y,2,300,,,None,,,,,,,,,
N1-8VB,N1,8,440,TSHE,194,8.4,8.4,34.5,13.6,,,L,Y,3,None,,,None,,,,,,,,,
N1-8VB,N1,8,441,THPL,200,16.0,15.9,37.6,14.8,31.0,18.8,L,Y,3,None,,,None,,,,,,,,,
N1-8VB,N1,8,442,THPL,202,17.9,17.6,45.5,17.9,,,L,Y,3,None,,,FK2,,,,,,,,,
N1-8VB,N1,8,443,TSHE,206,9.4,9.4,40.6,16.0,,,L,Y,3,None,,,None,,,,,,,,,
N1-8VB,N1,8,444,THPL,211,4.7,4.7,37.6,14.8,,,L,Y,3,300,,,None,,,,,,,,,
N1-8VB,N1,8,445,TSHE,212,15.9,15.4,32.5,12.8,,,L,Y,3,460,,,None,,,,,,,,,
N1-8VB,N1,8,446,TSHE,220,17.1,16.2,48.3,19.0,,,L,Y,3,None,,,None,,,,TGT W/ 447,,,,,
N1-8VB,N1,8,447,TSHE,221,17.6,16.7,33.3,13.1,,,L,Y,4,None,,,None,,,,TGT W/ 446,,,,,
N1-8VB,N1,8,448,TSHE,223,14.4,13.5,19.3,7.6,,,L,Y,4,None,,,None,,,,,,,,,
N1-8VB,N1,8,450,THPL,223,8.1,7.6,22.9,9.0,16.4,14.7,L,Y,4,None,,,None,,,,,,,,,
N1-8VB,N1,8,451,THPL,224,9.6,8.9,35.1,13.8,,,L,Y,4,None,,,None,,,,,,,,,
N1-8VB,N1,8,452,PISI,226,18.1,16.5,37.3,14.7,,,L,N,3,1,,,FK2,,,,FORKED TOP LOOKS LIKE IT WAS PREVIOUSLY BROKEN. LOTS OF BROWN NEEDLES. ,,,,,
N1-8VB,N1,8,453,TSHE,232,17.6,15.4,42.4,16.7,,,L,Y,3,None,,,None,,,,,,,,,
N1-8VB,N1,8,454,TSHE,244,16.8,14.3,25.7,10.1,,,L,Y,3,None,,,None,,,,,,,,,
N1-8VB,N1,8,455,TSHE,245,18.5,15.7,39.1,15.4,,,L,Y,3,300,,,None,,,,,,,,,
N1-8VB,N1,8,456,THPL,246,10.1,8.4,34.5,13.6,,,L,Y,2,None,,,FK2,,,,SAPLING OF FORK IS DEAD. SPLIT JUST ABOVE DBH. ,,,,,
N1-8VB,N1,8,457,TSHE,254,21.1,17.3,54.1,21.3,,,L,Y,5,None,,,LE,,,,,,,,,
N1-8VB,N1,8,458,TSHE,257,16.9,13.5,23.6,9.3,10.6,10.1,L,N,3,960,,,None,,,,,,,,,
N1-8VB,N1,8,459,THPL,268,14.3,11.4,22.6,8.9,,,L,Y,3,None,,,None,,,,,,,,,
N1-8VB,N1,8,460,THPL,270,7.0,5.7,28.7,11.3,,,L,Y,2,None,,,None,,,,,,,,,
N1-8VB,N1,8,461,TSHE,284,4.2,3.6,41.7,16.4,,,L,Y,3,None,,,None,,,,,,,,,
N1-8VB,N1,8,462,THPL,284,15.6,13.1,48.3,19.0,,,L,Y,3,None,,,None,,,,CONFIRMED CROWN CLASS 8/4,,,,,
N1-8VB,N1,8,463,TSHE,285,13.2,10.1,N/A,N/A,N/A,N/A,D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOW CWD,,,,,
N1-8VB,N1,8,464,TSHE,295,13.7,11.5,37.8,14.9,,,L,Y,2,None,,,None,,,,CHECKED AND UPDATED DBH AND CROWN CLASS 8/4,,,,,
N1-8VB,N1,8,465,THPL,297,18.3,15.6,26.4,10.4,,,L,Y,4,None,,,None,,,,,,,,,
N1-8VB,N1,8,466,THPL,300,20.6,17.3,22.9,9.0,14.3,12.6,L,Y,5,None,,,None,,,,,,,,,
N1-8VB,N1,8,467,THPL,305,13.2,11.4,21.6,8.5,,,L,Y,4,None,,,None,,,,"CONFIRMED DBH 8.5"" ON 8/4. REMOVED DAMAGE CODE 960. SMALL TOP BUT NOT MISSING/BROKEN. ",,,,,
N1-8VB,N1,8,468,TSHE,311,10.0,8.7,22.1,8.7,,,L,Y,2,None,,,None,,,,,,,,,
N1-8VB,N1,8,469,TSHE,311,18.3,16.3,64.5,25.4,,,L,Y,3,300,,,None,,,,,,,,,
N1-8VB,N1,8,470,THPL,316,1.3,1.3,17.0,6.7,,,L,Y,4,None,,,None,,,,,,,,,
N1-8VB,N1,8,471,PISI,316,4.9,4.7,44.2,17.4,,,L,Y,3,None,,,None,,,,,,,,,
N1-8VB,N1,8,472,TSHE,319,17.7,16.4,26.4,10.4,27.8,18.2,L,Y,3,None,,,None,,,,,,,,,
N1-8VB,N1,8,473,TSHE,323,14.0,13.1,41.1,16.2,,,L,Y,3,None,,,None,,,,,,,,,
N1-8VB,N1,8,474,TSHE,333,10.0,9.6,33.3,13.1,,,L,Y,3,None,,,None,,,,,,,,,
N1-8VB,N1,8,475,TSHE,334,18.0,17.4,N/A,N/A,N/A,N/A,D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SNAG NOT FOUND; ASSUMED TO BE CWD,,,,,
N1-8VB,N1,8,476,TSHE,334,16.7,16.1,24.1,9.5,,,L,Y,3,None,,,None,,,,,,,,,
N1-8VB,N1,8,478,TSHE,339,15.9,15.6,41.1,16.2,,,L,Y,2,None,,,None,,,,,,,,,
N1-8VB,N1,8,479,TSHE,340,13.7,13.4,34.0,13.4,,,L,Y,3,None,,,None,,,,,,,,,
N1-8VB,N1,8,480,TSHE,359,15.0,14.9,33.5,13.2,,,L,Y,3,None,,,None,,,,,,,,,
N1-10VB,N1,10,52,TSHE,38,18.5,16.4,23.9,9.4,,,L,Y,2,300,460,700,None,,,,SAPSUCKER HOLES,,,,,
N1-10VB,N1,10,2544,TSHE,58,,6.5,16.0,6.3,15.3,8.7,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2561,ALRU2,44,,9.0,29.2,11.5,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2562,TSHE,212,,15.0,18.3,7.2,,,L,Y,3,None,,,None,,,,TGT W/ SAPLING. DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2563,TSHE,204,,14.0,26.9,10.6,,,L,Y,3,700,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2564,ALRU2,178,,17.0,15.7,6.2,,,L,Y,3,None,,,LE,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2565,TSHE,170,,14.5,20.1,7.9,,,L,Y,5,None,,,None,,,,TGT W/ SAPLING. DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2566,TREEC,89,,10.0,24.6,9.7,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2567,PSME,112,,7.0,21.8,8.6,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED. TWO TAG #2567 RECORDED FOR PLOT. ONE MAY BE INCORRECT OR MAY ACTUALLY BE 2 2567s (ONE SET OF TAGS HAD MULTIPLES OF THE SAME #),,,,,
N1-10VB,N1,10,2568,TREEC,140,,7.5,26.9,10.6,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2569,PSME,76,,11.5,29.0,11.4,,,L,Y,2,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2570,TSHE,59,,10.0,18.3,7.2,,,L,Y,4,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2571,PSME,86,,6.0,25.9,10.2,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2574,TSHE,39,7.5,7.1,38.1,15.0,16.6,13.0,L,Y,3,None,,,LE,,,,WAS TAG 53,,,,,
N1-10VB,N1,10,2576,PSME,178,,8.5,18.5,7.3,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED. TWO TAG #2567 RECORDED FOR PLOT. ONE MAY BE INCORRECT OR MAY ACTUALLY BE 2 2567s (ONE SET OF TAGS HAD MULTIPLES OF THE SAME #),,,,,
N1-10VB,N1,10,2577,TSHE,152,,9.5,22.6,8.9,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2578,TSHE,142,,14.0,17.8,7.0,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2579,TSHE,64,,13.0,22.4,8.8,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2784,PSME,46,,0.5,22.6,8.9,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2901,TSHE,232,,16.5,18.8,7.4,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2902,ALRU2,250,,11.0,27.4,10.8,,,L,Y,3,None,,,LE,CL,,,CL W/ 2903 AND SAPLING. DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2903,ALRU2,252,,11.5,15.7,6.2,,,L,Y,3,None,,,LE,CL,,,CL W/ 2902 AND SAPLING. DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2904,TSHE,280,,17.5,29.2,11.5,,,L,Y,3,460,700,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2905,ALRU2,316,,9.5,15.5,6.1,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2906,ALRU2,312,,8.0,23.9,9.4,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2907,TREEC,336,,13.5,15.5,6.1,,,L,Y,4,None,,,LE,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2908,TSHE,337,,14.0,17.8,7.0,,,L,Y,5,None,,,None,,,,TGT W/ SAPLING. DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2934,TREEC,214,,8.5,21.8,8.6,,,L,Y,3,700,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2936,ALRU2,228,,1.0,22.4,8.8,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2938,TSHE,218,,9.0,14.5,5.7,,,L,Y,4,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2939,TSHE,212,,12.0,17.5,6.9,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2946,ALRU2,18,,7.0,24.6,9.7,,,L,Y,3,None,,,CL,,,,"CL W/ SAPLING, SAPLING INCLUDED IN DBH. DISTANCE AND AZIMUTH ESTIMATED",,,,,
N1-10VB,N1,10,2947,ALRU2,108,,15.0,16.3,6.4,,,L,Y,3,None,,,LE,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2949,ALRU2,298,,8.5,22.4,8.8,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2950,PSME,109,,16.0,21.1,8.3,,,L,Y,3,None,,,FK2,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2951,ALRU2,60,,17.5,16.8,6.6,,,L,Y,4,None,,,LE,FK2,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2952,TSHE,40,,16.6,15.5,6.1,,,L,Y,3,None,,,FK2,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,2953,ALRU2,6,,15.5,19.6,7.7,,,L,Y,3,None,,,LE,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,3216,ALRU2,2,,10.5,30.2,11.9,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,3218,ALRU2,68,,17.5,23.4,9.2,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,3219,TREEC,104,,12.0,17.8,7.0,,,L,N,4,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,3230,PSME,337,,3.6,17.0,6.7,12.9,11.8,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,3233,ALRU2,336,,8.0,18.0,7.1,,,L,Y,4,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,3234,ALRU2,142,,15.0,14.7,5.8,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,3235,TREEC,168,,7.5,14.5,5.7,,,L,Y,4,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,3237,TSHE,218,,8.0,24.9,9.8,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,3238,ALRU2,330,,5.1,24.4,9.6,16.2,7.8,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,3240,TREEC,140,,16.0,16.5,6.5,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,3241,ALRU2,122,,16.5,29.0,11.4,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,3242,ALRU2,120,,15.0,28.7,11.3,,,L,Y,3,None,,,FK1,LE,,,FK1 W/ SAPLING. DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,3243,TREEC,106,,17.5,16.0,6.3,,,L,Y,4,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,3244,ALRU2,355,,8.8,28.2,11.1,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-10VB,N1,10,3245,TSHE,270,,9.0,20.3,8.0,,,L,Y,3,None,,,None,,,,DISTANCE AND AZIMUTH ESTIMATED,,,,,
N1-12VB,N1,12,126,TSHE,6,4.0,3.7,29.5,11.6,29.6,23.0,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,128,TSHE,19,12.9,12.9,19.1,7.5,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,130,TSHE,29,14.2,14.2,34.8,13.7,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,131,TSHE,38,14.4,14.3,31.2,12.3,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,132,THPL,42,15.5,15.4,41.4,16.3,,,L,Y,4,None,,,None,,,,,,,,,
N1-12VB,N1,12,133,THPL,46,10.3,10.3,44.5,17.5,22.5,15.9,L,Y,4,None,,,None,,,,,,,,,
N1-12VB,N1,12,134,TSHE,48,17.8,17.5,40.4,15.9,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,136,TSHE,53,14.5,14.1,47.5,18.7,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,138,TSHE,66,2.6,2.5,20.8,8.2,,,L,Y,4,None,,,None,,,,,,,,,
N1-12VB,N1,12,139,TSHE,72,5.2,4.9,48.3,19.0,,,L,Y,2,None,,,LE,,,,,,,,,
N1-12VB,N1,12,141,TSHE,76,18.2,16.5,47.2,18.6,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,144,TSHE,99,12.2,10.9,47.0,18.5,36.0,25.7,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,146,TSHE,104,18.5,16.1,25.9,10.2,,,L,Y,4,None,,,None,,,,,,,,,
N1-12VB,N1,12,147,TSHE,112,17.0,15.2,47.0,18.5,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,148,TSHE,121,12.2,11.0,53.1,20.9,,,L,Y,2,None,,,None,,,,,,,,,
N1-12VB,N1,12,149,TSHE,127,4.2,3.7,34.3,13.5,29.6,24.0,L,Y,3,460,,,None,,,,,,,,,
N1-12VB,N1,12,150,TSHE,128,17.9,17.2,47.2,18.6,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,151,TSHE,136,19.2,16.7,22.4,8.8,,,L,Y,4,None,,,None,,,,,,,,,
N1-12VB,N1,12,153,TSHE,142,6.2,5.4,30.0,11.8,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,154,TSHE,143,18.4,16.5,50.3,19.8,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,156,TSHE,152,9.9,9.2,38.4,15.1,36.1,24.0,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,157,TSHE,153,15.8,14.2,N/A,N/A,N/A,N/A,D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CWD - WINDBLOWN,,,,,
N1-12VB,N1,12,158,THPL,162,13.1,12.4,104.9,41.3,,,L,Y,2,770,,,FK2,,,,,,,,,
N1-12VB,N1,12,159,TSHE,172,6.3,6,N/A,N/A,N/A,N/A,D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CWD,,,,,
N1-12VB,N1,12,160,TSHE,177,11.2,11.0,25.9,10.2,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,161,TSHE,181,7.4,7.2,30.2,11.9,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,163,TSHE,186,14.8,14.6,45.0,17.7,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,165,TSHE,205,15.6,15.6,42.7,16.8,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,166,TSHE,206,14.2,14.2,19.1,7.5,,,L,Y,4,None,,,None,,,,,,,,,
N1-12VB,N1,12,168,THPL,210,9.4,9.3,98.6,38.8,31.5,22.1,L,Y,3,460,,,FK2,,,,,,,,,
N1-12VB,N1,12,169,TSHE,218,16.1,15.9,42.4,16.7,,,L,Y,3,700,,,None,,,,SAPSUCKER,,,,,
N1-12VB,N1,12,170,TSHE,219,17.2,17.0,30.5,12.0,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,171,TSHE,220,2.8,2.6,N/A,N/A,N/A,N/A,D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CWD,,,,,
N1-12VB,N1,12,172,TSHE,223,14.1,13.9,N/A,N/A,N/A,N/A,D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CWD,,,,,
N1-12VB,N1,12,173,TSHE,223,12.6,12.4,N/A,N/A,N/A,N/A,D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CWD,,,,,
N1-12VB,N1,12,174,TSHE,227,4.8,4.4,30.0,11.8,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,176,TSHE,234,16.3,15.4,56.4,22.2,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,177,TSHE,235,12.4,11.9,45.7,18.0,32.6,28.0,L,Y,3,460,,,None,,,,,,,,,
N1-12VB,N1,12,178,TSHE,245,7.8,7.1,35.6,14.0,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,179,TSHE,248,16.4,15.0,30.2,11.9,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,180,TSHE,252,10.6,9.5,46.7,18.4,,,L,Y,3,None,,,FK2,,,,,,,,,
N1-12VB,N1,12,181,TSHE,255,15.3,13.9,N/A,N/A,N/A,N/A,D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CWD,,,,,
N1-12VB,N1,12,182,TSHE,262,14.8,13.0,30.5,12.0,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,184,TSHE,269,19.1,16.8,48.3,19.0,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,186,TSHE,281,10.7,9.3,42.2,16.6,31.7,26.3,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,187,TSHE,282,8.8,7.5,N/A,N/A,N/A,N/A,D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,STUMP,,,,,
N1-12VB,N1,12,188,TSHE,283,5.7,4.2,30.0,11.8,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,190,TSHE,284,14.6,12.6,50.3,19.8,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,191,TSHE,293,18.0,15.6,39.9,15.7,,,L,Y,3,460,,,None,,,,,,,,,
N1-12VB,N1,12,192,TSHE,299,6.4,4.9,36.1,14.2,,,L,Y,3,None,,,None,,,,TGT W/ DEAD SAPLING,,,,,
N1-12VB,N1,12,193,TSHE,301,17.3,15,N/A,N/A,N/A,N/A,D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,WINDBLOWN STUMP,,,,,
N1-12VB,N1,12,194,TSHE,303,16.4,14.0,49.0,19.3,33.2,23.2,L,Y,3,700,,,None,,,,,,,,,
N1-12VB,N1,12,195,TSHE,308,11.5,10.0,32.3,12.7,32.4,25.9,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,197,TSHE,313,10.8,9.3,41.7,16.4,,,L,Y,4,None,,,None,,,,,,,,,
N1-12VB,N1,12,199,THPL,323,13.8,12.4,21.8,8.6,,,L,Y,4,None,,,FK2,,,,,,,,,
N1-12VB,N1,12,200,TSHE,330,13.0,11.7,39.1,15.4,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,201,TSHE,333,17.9,16.4,16.0,6.3,,,L,Y,4,None,,,None,,,,,,,,,
N1-12VB,N1,12,202,TSHE,333,5.7,4.8,31.2,12.3,28.0,19.6,L,Y,4,None,,,None,,,,,,,,,
N1-12VB,N1,12,203,TSHE,333,10.0,8.7,45.5,17.9,,,L,Y,3,None,,,None,,,,,,,,,
N1-12VB,N1,12,205,TSHE,342,18.6,17.5,38.6,15.2,,,L,Y,3,460,,,FK2,,,,,,,,,
N1-12VB,N1,12,206,TSHE,356,11.3,10.8,52.1,20.5,,,L,Y,3,None,,,LE,,,,,,,,,
N1-12VB,N1,12,207,TSHE,356,5.0,4.6,39.4,15.5,,,L,Y,3,None,,,None,,,,,,,,,
N1-13V,N1,13,1701,TSHE,9,10.8,10.8,22.4,8.8,20.6,15.8,L,Y,4,300,,,LE,,,,,,,,,
N1-13V,N1,13,1702,TSHE,18,13.0,13.0,42.9,16.9,,,L,Y,4,300,,,None,,,,,,,,,
N1-13V,N1,13,1703,TSHE,30,17.6,17.1,86.9,34.2,,,L,Y,300,460,,,None,,,,,,,,,
N1-13V,N1,13,1704,TSHE,34,1.5,1.5,38.1,15.0,32.7,17.1,L,Y,3,300,,,None,,,,,,,,,
N1-13V,N1,13,1705,TSHE,51,6.7,6.1,36.8,14.5,,,L,Y,3,300,,,None,,,,,,,,,
N1-13V,N1,13,1707,TSHE,61,14.5,10.3,54.6,21.5,,,L,Y,3,300,,,None,,,,,,,,,
N1-13V,N1,13,1708,TSHE,76,21.8,17.7,N/A,N/A,N/A,N/A,D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CWD,,,,,
N1-13V,N1,13,1709,TSHE,77,7.7,5.9,55.9,22.0,31.6,20.4,L,Y,2,300,,,LE,,25,,,,,,,
N1-13V,N1,13,1711,TSHE,81,15.2,11.9,23.1,9.1,,,L,Y,4,300,,,None,,,,,,,,,
N1-13V,N1,13,1712,TSHE,81,22.6,15.3,34.5,13.6,,,L,Y,3,None,,,None,,,,GROWING OUT OF CEDAR STUMP,,,,,
